create ,"① を創り出す,② を飾る,③ に従う,④ を支配する",1
preserve ,"① を保存する,② を促進する,③ の方を好む,④ を妨げる",1
organize ,"① に反対する,② に気づく,③ を準備する,④ を提供する",3
warn ,"① （人）をびっくりさせる,② （人）を触発する,③ （人）に警告［注意］する,④ （人）に言及する ",3
address ,"① （問題など）に対処する,② を疑う,③ を当然のことと思う,④ を結び付けて考える ",1
operate ,"① を浪費する,② を指し示す,③ を準備する,④ を操作する",4
participate ,"① 参加する,② 寄与する,③ 頼る,④ 適応する",1
surround ,"① を供給する,② を取り巻く,③ を調査する,④ を放出する",2
flow ,"① 捜す,② 頼る,③ 起こる,④ 流れる",4
bore ,"① を掘る,② を噛む,③ 飢える,④ （人）を退屈させる",4
complain ,"① （と）不平［苦情］を言う,② を比較する,③ を見なす,④ （を）心配する ",1
host ,"① を出版する,② 停止する,③ を主催する,④ を印刷す",3
combine ,"① を比較する,② を含む,③ と不平［苦情］を言う,④ を結び付ける",4
extend ,"① を信頼する,② を引きつける,③ を認める,④ を伸［延］ばす",4
appreciate ,"① を正当に評価する,② と主張する,③ に言及する,④ を予言する",1
target ,"① （到達・攻撃）目標,② 料金,③ 貿易,④ 権利",1
element ,"① 要素,② 細胞,③ 源,④ 環境",1
principle ,"① 原則,② 影響（力）,③ 主張,④ 考え",1
phenomenon ,"① 特徴,② 現象,③ 規範,④ 影響",2
atmosphere ,"① 利点,② 表面,③ 地域,④ 大気",4
origin ,"① 起源,② 焦点,③ 細胞,④ 跡",1
personality ,"① 主義,② 個性,③ 規範,④ 個人",2
capacity ,"① 存在,② （最大）容量,③ 資源,④ 傾向",2
profit ,"① （社会の）慣習,② 利益,③ 価値,④ 数字",2
circumstance ,"① 状況,② 表面,③ 地域,④ 質",1
manner ,"① 範囲,② 原因,③ 作法,④ 問題",3
threat ,"① 影響,② 脅威,③ 状況,④ 苦痛",2
resident ,"① 個性,② 地域,③ 居住者,④ （職場の）同僚",3
wealth ,"① 状況,② 結果,③ 収入,④ 富",4
institution ,"① 機能,② 機関,③ 革命,④ 同僚",2
authority ,"① 先祖,② （関係）当局,③ 著者,④ 規",2
vote ,"① 投票,② 特性,③ 見解,④ （専門）用語",1
sight ,"① 焦点,② 光景,③ 考え方,④富",2
campaign ,"① 運動,② 争い,③ （社会的な）慣習,④ 結果",1
fund ,"① 基金,② 賃借料,③ 機能,④ 欠点",1
web ,"① 犯罪,② ウェブ,③ くし,④ 視覚",2
symbol ,"① 情熱,② 対称,③ 象徴,④ 共感",3
analysis ,"① 戦略,② 統計,③ 分析（結果）,④ 接近",3
version ,"① 傾向,② 価値,③ （本・製品などの）版,④ 特性",3
perspective ,"① 傾向,② 観点,③ 主義,④ 個性",2
crisis ,"① 原因,② 状況,③ 内容,④ 危機",4
disaster ,"① 災害,② 闘い,③ 気圧,④ 脅威",1
lecture ,"① 紹介,② 角度,③ 講義,④ 伝説",3
psychology ,"① 哲学,② 文学,③ 科学技術,④ 心理学",4
gender ,"① 個人,② （社会的・文化的）性,③ 先祖,④ 問題",2
custom ,"① 価値,② 地域,③ （社会的な）慣習,④ 媒体",3
court ,"① 作物,② 状況,③ 裁判所,④ （大）企業",3
desert ,"① 気圧,② 地域,③ 砂漠,④ 作物",3
soil ,"① 土地,② 骨折り,③ 湿度,④ 一巻き",1
agriculture ,"① 作物,② 資源,③ 農業,④ 産",3
fossil ,"① （生物の）種,② 材料,③ 焦点,④ 化石",4
document ,"① 請求書,② 文学,③ （公）文書,④ 内容",3
vocabulary ,"① 主張,② 語彙,③ 業績,④ 数字",2
intelligent ,"① 聡明な,② 積極的な,③ 明らかな,④ 独立した",1
conscious ,"① 必要不可欠な,② 意識して,③ 明らかな,④ 潜在的な",2
capable ,"① 適切な,② 独立した,③ 能力がある,④ 実際の",3
accurate ,"① 明らかな,② 正確な,③ 効率的な,④ 私的な",2
fundamental ,"① 基本的な,② 全般的な,③ 典型的な,④ 普遍的な",1
artificial ,"① 人工の,② 身体の,③ 財政（上）の,④ 公式の",1
firm ,"① 湿気のある,② 確固たる,③ 明らかな,④ 穏やかな",2
overall ,"① 総合的な,② 必要不可欠な,③ 攻撃的な,④ 十分な",1
rural ,"① 人の住まない,② 田舎の,③ 出生地の,④ 都市の",2
military ,"① 厳格な,② 社会的な,③ 暴力的な,④ 軍の",4
nuclear ,"① 遺伝（子）の,② 核の,③ 特定の,④ 身体の",2
biological ,"① 政治（上）の,② 生物学（上）の,③ 財政（上）の,④ 熱帯の",2
constant ,"① 普遍的な,② 絶え間ない,③ 複雑な,④ 忍耐強い",2
severe ,"① 正確な,② （人・規律・事態・天気などが）厳しい,③ 極端な,④ 珍しい ",2
visual ,"① 直接の,② 田舎の,③ 視覚の,④ 認知の",3
enormous ,"① 全般的な,② 最も重要な,③ 莫大な,④ さまざま",3
convenient ,"① 可動式の,② 忍耐強い,③ 便利な,④ 意識して",3
domestic ,"① 普通の,② 田舎の,③ 公の,④ 家庭の",4
mass ,"① 聴衆,② 在庫品,③ 大規模な,④ 傾向",3
typical ,"① 理想的な,② 典型的な,③ 必要な,④ 現在の",2
overseas ,"① 野外で,② 海外へ,③ 全般の,④ 前方に",2
nevertheless ,"① さらに,② それにもかかわらず,③ 同様に,④ それゆえに",2
demonstrate ,"① を論証［証明］する,② を信頼する,③ を決定する,④ を正当に評価する ",1
behave ,"① 頼る,② 振る舞う,③ 寄与する,④ 衰退する",2
educate ,"① を設立する,② を教育する,③ を表現する,④ と推定する",2
purchase ,"① を購入する,② を促進する,③ を妨げる,④ を信頼する",1
recommend ,"① を要請する,② を思い出す,③ を尊敬する,④ を勧める",4
admit ,"① （を）（しぶしぶ）認める,② を拒む,③ を試みる,④ （を）妨げる",1
generate ,"① を否定する,② を指し示す,③ を獲得する,④ を生み出す",4
explore ,"① を稼ぐ,② （を）調査［探究］する,③ （を）認める,④ を正当に評価する ",2
amaze ,"① をびっくりさせる,② を許す,③ を持つ［する］余裕がある,④ を引きつける ",1
tear ,"① を扱う,② を提供する,③ を引き裂く,④ を維持する",3
settle ,"① を追い求める,② を保存する,③ を解決する,④ を提案する",3
afford ,"① を当然のことと思う,② を持つ［する］余裕がある,③ を予言する,④ を正当に評価する ",2
conclude ,"① と結論づける,② と主張する,③ と推定する,④ と不平［苦情］を言う",1
advertise ,"① を援助する,② を得る,③ を宣伝する,④ を採用する",3
encounter ,"① について述べる,② に適合する,③ を従事させる,④ に遭遇する",4
remind ,"① を反映する,② に気づく,③ に取って代わる,④ に思い出させる",4
locate ,"① （受身形で）操作する,② （受身形で）好む,③ （受身形で）見える,④ （受身形で）位置する ",4
aid ,"① を採用する,② を扱う,③ を援助する,④ を（…に）加え",3
bite ,"① （を）かむ,② に相談する,③ （を）去る,④ を投資する",1
deliver ,"① を宣言する,② を配達する,③ を否定する,④ を処理する",2
perceive ,"① に気づく,② を準備する,③ を行う,④ を保持する",1
distinguish ,"① を区別する,② を処理する,③ を否定する,④ を論証する",1
imply ,"① を特定する,② を無視する,③ を輸入する,④ を暗に意味する",4
handle ,"① を処理する,② を治す,③ を供給する,④ を隠す",1
praise ,"① を準備する,② を保持する,③ を賞賛する,④ を予言する",3
appeal ,"① 進歩する,② 訴える,③ 申し込む,④ 認める",2
insist ,"① （を）特定する,② を向上させる,③ を指し示す,④ （を）強く主張する ",4
compete ,"① 競う,② 衰退する,③ 凍る,④ 寄与する",1
rank ,"① を熟考する,② を取り除く,③ 知らせる,④ を位置づける",4
deny ,"① を否定する,② を処理する,③ を定義する,④ を要求する",1
reject ,"① を拒否する,② を見なす,③ を保留する,④ を放出する",1
intend ,"① を意図する,② を指し示す,③ を関与させる,④ を含む",1
expose ,"① を予期する,② を調べる,③ をさらす,④ を稼ぐ",3
favor ,"① に反対する,② に強いる,③ に気づく,④ に賛成する",4
inspire ,"① を特定する,② を意図する,③ を無視する,④ （人）を奮起させる",4
propose ,"① を妨げる,② を行う,③ を準備する,④ を提案する",4
spell ,"① （人）と交渉する,② （人）を巻き込む,③ （語）をつづる,④ （意見）に反対す",3
breathe ,"① 衰退する,② 呼吸する,③ 振る舞う,④ 減少する",2
repair ,"① を表す,② を取り除く,③ を要請する,④ を修理する",4
consist ,"① 信じる,② 加える,③ 成る,④ 生産する",3
comment ,"① 小説,②意見,③ 記憶,④ 錠剤",2
instruction ,"① 機関,② 指示,③ 興味,④ 器具",2
religion ,"① 宗教,② 機能,③ 地域,④ 状況",1
neighborhood ,"① 部族,② 環境,③ 居住者,④ 地域",4
laboratory ,"① 実験室,② 文学,③ 記憶（力）,④ 大部分",1
presence ,"① 個性,② 資源,③ 存在,④ 主義",3
confidence ,"① 証拠,② 争い,③ 自信,④ 影響（力）",3
harm ,"① 習慣,②害,③ 目的,④ 争い",2
instrument ,"① （公）文書,② 機関,③ 器具,④ 物質",3
category ,"① 科学技術,② 運動,③ 部類,④ 戦略",3
capital ,"① 利益,② 資本,③富,④ 進歩",2
outcome ,"① 結果,② 話題,③ 特性,④ 概念",1
notion ,"① 概念,② 興味,③ 規範,④ 統計",1
review ,"① 分析（結果）,② （書物などの）論評,③ 文学,④ 観点",2
trait ,"① 地位,② 特性,③ 貿易,④ 傾向",2
diversity ,"① 人類,② 詳細（な情報）,③ 多様性,④ 大部",3
victim ,"① 犠牲（者）,② 脅威,③ 乗り物,④ 居住者",1
occasion ,"① 選択,② 大臣,③ 場合,④ 装置",3
facility ,"① 理論,② 施設,③ 構造,④ 居住者",2
stock ,"① 習慣,② 作物,③ 在庫品,④ 貿易",3
conference ,"① 会議,② 結果,③ 争い,④ （大）企業",1
humanity ,"① 記憶（力）,② 機会,③ 仮説,④ 人類",4
dialect ,"① 特徴,② 内容,③ 詳細（な情報）,④ 方言",4
proportion ,"① 範囲,② 割合,③ 利益,④ 特性",2
tip ,"① つめ,② 助言,③穴,④ わな",2
lawyer ,"① 弁護士,② 災害,③ エリート,④ 先祖",1
stuff ,"① 技能,② 範囲,③ （漠然と）物,④ 物質",3
comfort ,"① 感情,② 会議,③ 快適さ,④ 報酬",3
philosophy ,"① 文学,② 理論,③ 科学技術,④ 哲学",4
mammal ,"① 方法,② 哺乳動物,③ かたまり,④ 材料",2
quantity ,"①量,②質,③ 方法,④ 割合",1
landscape ,"① 領土,② 生息地,③ 地区,④ 風景",4
tribe ,"① （生物の）種,② 特性,③ 部族,④ 施設",3
organ ,"① 細胞,② 構造,③ 内容,④ 器官",4
trial ,"① 長所,② 領土,③ 試み,④ 計",3
norm ,"① （物事の）側面,② 規範,③ 権利,④ （社会の）慣習",2
code ,"① 規範,② 問題,③ 傾向,④ 一致",1
substance ,"① 物質,② 話題,③ 粘土,④ 在庫品",1
multiple ,"① 絶え間ない,② 海の,③ 決定的な,④ 多様な",4
numerous ,"① 巨大な,② 広大な,③ 非常に数の多い,④ 意識して",3
narrow ,"① 狭い,② 温和な,③ 寛大な,④ 湿った",1
widespread ,"① 厚い,② 広範囲にわたる,③ 家庭の,④ 全体的な",2
sufficient ,"① 基本的な,② 価値がある,③ 十分な,④ 広大な",3
proper ,"① 全体的な,② 公正な,③ 理想的な,④ 適切な",4
linguistic ,"① 言語の,② 法律の,③ 学問の,④ 遺伝（子）の",1
annual ,"① 目新しい,②年1回の,③ 実際の,④ 初級の",2
contemporary ,"① 普通の,② 現代の,③ 並の,④ 家庭の",2
contrary ,"① 現代の,② 相対的な,③ 反対の,④ 認知の",3
strict ,"① 公正な,② （規則などが）厳しい,③ 正確な,④ 柔軟な",2
civil ,"① 社会的な,② 法律の,③ 市民の,④ 田舎の",3
odd ,"① 奇妙な,② 否定の,③ 極端な,④ 初めの",1
unknown #,"① 悪名高い,② 不明の,③ 不親切な,④ 免疫の",2
superior ,"① さまざまな,② 小さい,③ よりすぐれた,④ 古代の",3
sensitive ,"① 相対的な,② 敏感な,③ 忍耐強い,④ 特定",2
violent ,"① 聡明な,② 現在の,③ （人・気質などが）激しい,④ 直接の",3
virtual ,"① 誤った,② 仮想の,③ 言葉の,④ 普通の",2
regardless ,"① 役に立たない,② かまわない,③ 思いやりのある,④ もし…しなければ",2
immediate ,"① 最近の,② 効率的な,③ 即座の,④ 絶え間ない",3
crucial ,"① 明らかな,② 非常に数の多い,③ 重要な,④ 潜在的な",3
somewhat ,"① どうにか,② その上,③ とにかく,④ いくぶん",4
interpret ,"① を意図する,② を解釈する,③ を調査する,④ を傷つける",2
translate ,"① を引き裂く,② を翻訳する,③ を輸送する,④ を乗り換える",2
concentrate ,"① を完成させる,② を複雑にする,③ （を）集中する,④ （と）不平を言う ",3
request ,"① に頼む,② を反映する,③ を減らす,④ を思い出す",1
criticize ,"① を比較する,② を選ぶ,③ を組織する,④ を批判する",4
overcome ,"① を提供する,② を克服する,③ を操作する,④ を組織する",2
obtain ,"① を維持する,② を操作する,③ を得る,④ を提供する",3
inform ,"① に言及する,② に近づく,③ に知らせる,④ に恥ずかしい思いをさせる ",3
ensure ,"① を確実にする,② をさらす,③ を稼ぐ,④ に遭遇する",1
announce ,"① 論評する,② を発音する,③ を発表［公表］する,④ をあばく",3
grant ,"① （人）を失望させる,② （人）に（許可・権利など）を与える,③ （人）を悩ます,④ （人）を保証 する",2
freeze ,"① 捜す,② 頼る,③ 凍る,④ 起こる",3
oppose,"① を提供する,② に気づく,③ と思う,④ に反対する",4
differ ,"① 減少する,② 異なる,③ 衰退する,④ 頼る",2
hate ,"① を解決する,② をひどく嫌う,③ を処理する,④ を隠す",2
emphasize ,"① を教育する,② を設立する,③ を予期する,④ を強調する",4
employ ,"① を強調する,② を雇う,③ を稼ぐ,④ を教育する",2
credit ,"① （功績など）を帰する,② に異議を唱える,③ と主張する,④ を批判する ",1
transform ,"① を変える,② を行う,③ を信頼する,④ を引き裂く",1
construct ,"① を建設する,② を混同する,③ を確認する,④ をつなぐ",1
arise ,"① 適応する,② 進歩する,③ 訴える,④ 生じる",4
beat ,"① に耐える,② を（法的に）禁止する,③ （を）認める,④ を打ち負かす ",4
regret ,"① を要請する,② を後悔する,③ を拒否する,④ を見なす",2
alter ,"① を変える,② を許す,③ を引きつける,④ を試みる",1
absorb ,"① を採用する,② を得る,③ を（…に）加える,④ を吸収する",4
disappoint ,"① を破壊する,② を区別する,③ を決定する,④ を失望させる",4
cure ,"① を納得［確信］させる,② を批判する,③ をつなぐ,④ を治す",4
transport ,"① を引き裂く,② を輸送する,③ を扱う,④ を変える",2
rush ,"① 存在する,② 苦しむ,③ 急いで行く,④ 捜す",3
hang ,"① を上げる,② を掛ける,③ を隠す,④ を引きずる",2
blame ,"① を責める,② を比較する,③ を当然のことと思う,④ に耐える",1
ban,"① に耐える,② を比較する,③ を責める,④ を（法的に）禁止する",4
fascinate ,"① を魅了する,② を論証する,③ を獲得する,④ を正当に評価する",1
recover ,"① 言及する,② 捜す,③ 回復する,④ 頼る",3
celebrate ,"① を結び付ける,② を祝う,③ と主張する,④ を比較する",2
manufacture ,"① をどうにか成し遂げる,② を得る,③ を製造する,④ を維持する",3
interact ,"① 振る舞う,② 適応する,③ 影響し合う,④ 増加する",3
arrange ,"① を宣伝する,② の段取りをつける,③ を許す,④ を調整する",2
adjust ,"① を宣伝する,② を援助する,③ を採用する,④ を調整する",4
confirm ,"① を確認する,② を完成させる,③ を複雑にする,④ を実施する",1
insight ,"① 規律,② 戦略,③ 見識,④ 選択",3
innovation ,"① 進歩,② 闘い,③ 兵器,④ 革新",4
budget ,"① 資本,② 予算,③ 利益,④ 業績",2
fee ,"① 経費,② 料金,③ 福祉,④ 資本",2
expense ,"① 数字,② 利益,③ 経費,④ 罰金",3
debt ,"① 偏見,② 借金,③ 程度,④ 予算",2
loan ,"① 貸付金,② 保険,③ 利益,④ 経費",1
duty ,"① 施設,② 責任,③ 義務,④ 詳細（な情報）",3
alarm ,"① 目的,② 説明,③ 内容,④ 不安",4
emergency ,"① 仮説,② 産業,③ 戦略,④ 緊急（事態）",4
democracy,"① 自治,② 貴族政治,③ 民間伝承,④ 民主主義",4
minister ,"① 氷河,② 大臣,③ 材料,④ 機関",2
fellow ,"① 悲しみ,② 仲間,③ 配偶者,④ 職業",2
candidate ,"① 大臣,② 連れ,③ 候補（者）,④ （試合・論争などの）相手",3
corporation ,"① 貿易,② 結果,③ 収入,④ （大）企業",4
stereotype ,"① 構造,② 考え方,③ 固定観念,④ 概念",3
route ,"① 計量,② 日課,③ 危険物,④ 道（筋）",4
disorder ,"① 距離,② 障害,③ 地平線,④ 幻想",2
depression ,"① 程度,② 責任,③ 憂うつ,④ 場合",3
weapon ,"① 脅威,② 兵器,③ 闘い,④ 戦略",2
immigration ,"① （他国からの）移民,② 生息地,③ 植民地,④ 想像（力）",1
barrier ,"① 闘い,② 脅威,③ 障壁,④ 罰金",3
disadvantage ,"① 回避,② 発見,③ 不利（な点）,④ 努力",3
mood ,"① 気分,② 勇気,③ 情熱,④ 評判",1
motion ,"① 動き,② 通行,③ 除去,④ 動機",1
routine ,"① 儀式,② 器具,③ 決まり切った仕事,④ 進歩",3
discipline ,"① 責任,② 施設,③ 規律,④ （感情などの）表れ",3
myth ,"① 想像（力）,② 作り話,③ 文学,④ 仮説",2
hypothesis ,"① 主張,② 見解,③ 仮説,④ 概念",3
physician,"① 著者,② 医師,③ 大臣,④ 秘書",2
client ,"① 居住者,② （職場の）同僚,③ 粘土,④ 顧客",4
colony ,"① 生息地,② 領土,③ 植民地,④ 地域",3
statistics ,"① 統計,② 特徴,③ 機関,④ 地位",1
grain ,"① 組織,② 粘土,③ 穀物,④ 収穫（物）",3
ingredient ,"① 材料,② 氷河,③ 内容,④ 個人",1
treasure ,"① 宝物,② 材料,③ 収穫（物）,④ 優先（事項）",1
contract ,"① 対照,② 内容,③ 契約（書）,④ （公）文書",3
welfare ,"① 知恵,② 福祉,③ 富,④ 療法",2
prime ,"① 原始的な,② 主要な,③ 芸術的な,④ 流ちょうな",2
curious ,"① 非常に数の多い,② 好奇心の強い,③ 忍耐強い,④ 心配して",2
dramatic ,"① 気が狂った,② 悲観的な,③ 劇的な,④ 異国風の",3
distinct ,"① 明らかに異なる,② 直接の,③ 微妙な,④ 適切な",1
anxious ,"① 確信して,② 巨大な,③ 意識して,④ 心配して",4
vital ,"① 十分な,② 適切な,③ 奇妙な,④ 必要不可欠な",4
conventional ,"① 化学の,② 従来の,③ 普通の,④ 政治（上）の",2
abstract ,"① 正確な,② 潜在的な,③ 民族の,④ 抽象的な",4
minor ,"① 独特の,② 重要でない,③ 巨大な,④ 価値がある",2
extraordinary ,"① 現代の,② 無礼な,③ 否定の,④ 並はずれた",4
stable,"① 等しい,② 安定した,③ 気が進まない,④ 明らかな",2
flexible ,"① 心配して,② 融通の利く,③ 正確な,④ 一時的な",2
brief ,"① 小さい,② 遠い,③ 簡潔な,④ 厚い",3
aggressive ,"① 私的な,② 認知の,③ 攻撃的な,④ 消極的な",3
visible ,"① 永続的な,② 正確な,③ 必要不可欠な,④ （目に）見える",4
unexpected ,"① 不自然な,② 心地のよくない,③ 不必要な,④ 思いがけない",4
ethnic ,"① 芸術的な,② 民族の,③ 家庭の,④ 言語の",2
alien ,"① 無関係で,② 同等の,③ 異質の,④ 精通した",3
initial ,"① 社会的な,② 遠く離れた,③ 初めの,④ 主要な",3
exact ,"① 極端な,② 邪悪な,③ 正確な,④ 厳格な",3
precise ,"① 重要な,② （人・規律などが）厳しい,③ 特定の,④ 正確な",4
latter ,"① 小さい,② 後者の,③ 私的な,④ 言語の",2
commit ,"① （～ oneselfで）自分自身を向上させる,② （～ oneselfで）自分の考えを表す,③ （～ oneselfで） 献身する,④ （～ oneselfで）無理をする",3
stimulate ,"① を刺激する,② を満足させる,③ を保存する,④ を広める",1
enhance ,"① （価値など）を高める,② を教育する,③ を危険にさらす,④ を従事させる ",1
pursue ,"① を出版する,② を証明する,③ を追求する,④ を購入する",3
react ,"① 頼る,② 言及する,③ 回復する,④ 反応する",4
disagree ,"① 不賛成である,② を見分ける,③ を落胆させる,④ と離婚する",1
stare ,"① 拡大する,② 判断する,③ じっと見る,④ 認める",3
abandon ,"① を採用する,② を吸収する,③ を捨てる,④ を（…に）加える",3
quit ,"① を当惑させる,② をやめる,③ を追求する,④ を浪費する",2
capture ,"① を結び付ける,② と命じる,③ をとらえる,④ を祝う",3
transfer ,"① を移す,② を捨てる,③ を翻訳する,④ を吸収する",1
bother ,"① を引きつける,② を責める,③ に耐える,④ を悩ます",4
persuade ,"① を説得する,② を予言［予測］する,③ を準備する,④ を許可する",1
rent ,"① を賃借りする,② を修理する,③ を表す,④ を取り除く",1
breed ,"① を悩ます,② を繁殖させる,③ を責める,④ を分ける",2
invest ,"① （を）調査する,② （を）投資する,③ （を）強く主張する,④ （を）判断する ",2
reserve ,"① を予約する,② を（…と）関連づける,③ を反映する,④ を減らす",1
trace ,"① （足跡・起源など）をたどる,② （を）判断する,③ （を）探検する,④ を準備する ",1
illustrate ,"① を無視する,② を特定する,③ を説明する,④ を暗に意味する",3
advise ,"① に忠告［助言］する,② を建てる,③ を手伝う,④ を賞賛する",1
convey ,"① を納得［確信］させる,② を比較する,③ を伝える,④ を消費する",3
attach ,"① を当然のことと思う,② を（取り）付ける,③ の段取りをつける,④ を試みる ",2
stretch ,"① を提案する,② を供給する,③ を伸ばす,④ を取り巻く",3
puzzle ,"① を追求する,② を出版する,③ を購入する,④ を当惑させる",4
disturb ,"① を失望させる,② を分ける,③ をささげる,④ をかき乱す",4
crash ,"① 寄与［貢献］する,② 競う,③ 衝突する,④ 捜す",3
cope ,"① うまく処理する,② 寄与する,③ 頼る,④ 衝突する",1
permit ,"① を許可する,② を知覚する,③ を予言［予測］する,④ を行う",1
impress ,"① を感動させる,② をまねる,③ を輸入する,④ を暗に意味する",1
suspect ,"① をどうにか成し遂げる,② を有効利用する,③ を正当に評価する,④ ではないかと思う ",4
upset ,"① を関与させる,② を浪費する,③ を動揺させる,④ を信頼する",3
frighten ,"① （人）を陥れる,② （人）を怖がらせる,③ （人）を破滅させる,④ （人）を触発する ",2
import ,"① を向上させる,② を特定する,③ を無視する,④ を輸入する",4
export ,"① （を）強く主張する,② （を）調査する,③ （を）認める,④ （を）輸出する ",4
investigate ,"① を特定する,② を指し示す,③ を調査する,④ を含む",3
monitor ,"① を提供する,② を監視する,③ を保持する,④ を制限する",2
calculate ,"① を結び付ける,② を計算する,③ を祝う,④ を捕らえる",2
eliminate ,"① を教育する,② を取り除く,③ を雇う,④ を強調する",2
ease ,"① を扱う,② を処理する,③ を軽減する,④ を稼ぐ",3
launch ,"① を開始する,② を区別する,③ を出版する,④ を捨てる",1
sequence ,"① 連続,② 連れ,③ 手続き,④ かたまり",1
therapy ,"① 療法,② 症状,③ 方法,④ 神経",1
